Date,Check,Description,Debit,Credit,Cards,Purchase Type
2/22/2024,0,Csc Servicework,2,0,2591,Fee
1/23/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
1/23/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
1/23/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
2/9/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
2/9/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
2/9/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
4/19/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
4/4/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
4/4/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
4/4/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
4/4/2024,0,Debit Overdrawn Fee,34,0,nan,Fee
1/18/2024,0,Intuit Fee,98.05,0,nan,Fee
1/22/2024,0,Intuit Fee,1660.09,0,nan,Fee
1/30/2024,0,Intuit Fee,98.05,0,nan,Fee
1/8/2024,0,Intuit Fee,78.45,0,nan,Fee
2/2/2024,0,Intuit Fee,249.46,0,nan,Fee
2/20/2024,0,Intuit Fee,1936.76,0,nan,Fee
2/29/2024,0,Intuit Fee,98.05,0,nan,Fee
3/19/2024,0,Intuit Fee,2184.05,0,nan,Fee
3/4/2024,0,Intuit Fee,627.6,0,nan,Fee
3/6/2024,0,Intuit Fee,14.89,0,nan,Fee
3/7/2024,0,Intuit Fee,51.15,0,nan,Fee
4/18/2024,0,Intuit Fee,2533.54,0,nan,Fee
4/30/2024,0,Intuit Fee,98.05,0,nan,Fee
4/4/2024,0,Intuit Fee,630.13,0,nan,Fee
5/2/2024,0,Intuit Fee,104.38,0,nan,Fee
5/20/2024,0,Intuit Fee,2297.51,0,nan,Fee
5/22/2024,0,Intuit Fee,102.3,0,nan,Fee
6/18/2024,0,Intuit Fee,2297.89,0,nan,Fee
6/20/2024,0,Intuit Fee,20.84,0,nan,Fee
6/21/2024,0,Intuit Fee,87.9,0,nan,Fee
6/3/2024,0,Intuit Fee,676.25,0,nan,Fee
6/3/2024,0,Intuit Fee,98.05,0,nan,Fee
7/15/2024,0,Intuit Fee,98.05,0,nan,Fee
7/16/2024,0,Intuit Fee,1951.07,0,nan,Fee
7/2/2024,0,Intuit Fee,149.28,0,nan,Fee
7/30/2024,0,Intuit Fee,98.05,0,nan,Fee
8/1/2024,0,Intuit Fee,486.9,0,nan,Fee
8/19/2024,0,Intuit Fee,1350.37,0,nan,Fee
8/30/2024,0,Intuit Fee,98.05,0,nan,Fee
3/13/2024,0,Llano County Service Fee,2.1,0,2591,Fee
1/31/2024,0,Low Balance Fee,6,0,nan,Fee
1/31/2024,0,Low Balance Fee,6,0,nan,Fee
2/29/2024,0,Low Balance Fee,6,0,nan,Fee
3/31/2024,0,Low Balance Fee,6,0,nan,Fee
4/30/2024,0,Low Balance Fee,6,0,nan,Fee
4/30/2024,0,Low Balance Fee,6,0,nan,Fee
6/30/2024,0,Low Balance Fee,6,0,nan,Fee
1/8/2024,0,Payment Process Fee,10,0,nan,Fee
3/11/2024,0,Payment Process Fee,10,0,nan,Fee
2/29/2024,0,PO Box,63,0,nan,Fee
1/25/2024,0,RMA Toll,20.51,0,2994,Fee
2/28/2024,0,RMA Toll,48.15,0,2994,Fee
2/7/2024,0,RMA Toll,62.69,0,2591,Fee
2/7/2024,0,RMA Toll,77.52,0,2591,Fee
3/7/2024,0,RMA Toll,37.17,0,0940,Fee
3/7/2024,0,RMA Toll,7.72,0,0940,Fee
3/7/2024,0,RMA Toll,79.93,0,0940,Fee
3/7/2024,0,RMA Toll,117.84,0,0940,Fee
3/7/2024,0,RMA Toll,81.52,0,0940,Fee
5/8/2024,0,RMA Toll,1.86,0,2994,Fee
5/8/2024,0,RMA Toll,14.94,0,2994,Fee
1/17/2024,0,Stop Payment Fee,24,0,nan,Fee
1/31/2024,0,Transaction Fees,23,0,nan,Fee
2/29/2024,0,Transaction Fees,26.75,0,nan,Fee
3/31/2024,0,Transaction Fees,26.5,0,nan,Fee
4/30/2024,0,Transaction Fees,25.25,0,nan,Fee
5/31/2024,0,Transaction Fees,32.95,0,nan,Fee
6/30/2024,0,Transaction Fees,23.75,0,nan,Fee
7/31/2024,0,Transaction Fees,25.75,0,nan,Fee
8/31/2024,0,Transaction Fees,32,0,nan,Fee
1/25/2024,0,Txtag,13.49,0,2994,Fee
2/7/2024,0,Txtag,4.16,0,2591,Fee
3/16/2024,0,Txtag,165,0,0940,Fee
3/7/2024,0,Txtag,100,0,0940,Fee
3/7/2024,0,Txtag,16.14,0,0940,Fee
3/7/2024,0,Txtag,43.88,0,0940,Fee
4/27/2024,0,Txtag,165,0,0940,Fee
4/3/2024,0,Txtag,165,0,0940,Fee
5/12/2024,0,Txtag,165,0,0940,Fee
6/1/2024,0,Txtag,165,0,0940,Fee
6/20/2024,0,Txtag,165,0,0940,Fee
7/21/2024,0,Txtag,165,0,0940,Fee
8/23/2024,0,Txtag,165,0,0940,Fee
1/23/2024,0,Unpaidnsf Fee,34,0,nan,Fee
1/23/2024,0,Unpaidnsf Fee,34,0,nan,Fee
1/23/2024,0,Unpaidnsf Fee,30.54,0,nan,Fee
1/23/2024,0,Unpaidnsf Fee,34,0,nan,Fee
1/23/2024,0,Unpaidnsf Fee,34,0,nan,Fee
1/23/2024,0,Unpaidnsf Fee,34,0,nan,Fee
1/23/2024,0,Unpaidnsf Fee,34,0,nan,Fee
4/19/2024,0,Unpaidnsf Fee,34,0,nan,Fee
4/19/2024,0,Unpaidnsf Fee,34,0,nan,Fee
4/4/2024,0,Unpaidnsf Fee,34,0,nan,Fee
4/5/2024,0,Unpaidnsf Fee,34,0,nan,Fee
4/5/2024,0,Unpaidnsf Fee,34,0,nan,Fee
4/5/2024,0,Unpaidnsf Fee,34,0,nan,Fee
6/11/2024,0,Visa Fee,0.41,0,0940,Fee
5/21/2024,0,Williamson County Service Fee,2,0,0940,Fee
7/17/2024,0,Withdrawal Fee,15,0,nan,Fee
1/31/2024,0,Incoming Wire Fee,4,0,nan,Fee
6/21/2024,0,Incoming Wire Fee,4,0,nan,Fee
7/19/2024,0,Incoming Wire Fee,4,0,nan,Fee
7/9/2024,0,Cafe Blue,198.86,0,2994,Food
3/8/2024,0,Casa Maria Mexican Resturant,57.09,0,0940,Food
4/27/2024,0,Chickfila,49.74,0,2591,Food
5/28/2024,0,Culinary Dropout,34.36,0,0940,Food
1/9/2024,0,El Nuevo Mexico,107.11,0,0940,Food
1/4/2024,0,Habanero Mexican Cafe,151,0,2591,Food
5/31/2024,0,Habanero Mexican Cafe,42.74,0,2591,Food
5/31/2024,0,Palenque Group,21.27,0,2591,Food
1/27/2024,0,Popeyes,51.95,0,2994,Food
1/5/2024,0,Qt Inside,6.99,0,2591,Food
2/9/2024,0,Qt Inside,37.32,0,2591,Food
3/7/2024,0,Qt Inside,25.97,0,0940,Food
3/7/2024,0,Qt Inside,29.3,0,0940,Food
4/1/2024,0,Qt Inside,12.98,0,2591,Food
4/10/2024,0,Qt Inside,29.66,0,2591,Food
4/11/2024,0,Qt Inside,23.55,0,2591,Food
4/13/2024,0,Qt Inside,20.56,0,2591,Food
4/14/2024,0,Qt Inside,31.38,0,2591,Food
5/1/2024,0,Qt Inside,30,0,2591,Food
5/17/2024,0,Qt Inside,12.98,0,2591,Food
5/21/2024,0,Qt Inside,15.13,0,2591,Food
5/23/2024,0,Qt Inside,10.06,0,2591,Food
6/19/2024,0,Qt Inside,5.41,0,2591,Food
6/20/2024,0,Qt Inside,15.58,0,2591,Food
6/20/2024,0,Qt Inside,12.44,0,2591,Food
6/4/2024,0,Qt Inside,26.35,0,2591,Food
6/4/2024,0,Qt Inside,30,0,2591,Food
7/13/2024,0,Qt Inside,31.38,0,0940,Food
7/4/2024,0,Qt Inside,20.56,0,2591,Food
8/10/2024,0,Qt Inside,20.56,0,0940,Food
8/12/2024,0,Qt Inside,12.98,0,0940,Food
8/15/2024,0,Qt Inside,12.98,0,0940,Food
8/31/2024,0,Qt Inside,12.98,0,0940,Food
8/4/2024,0,Qt Inside,20.56,0,0940,Food
8/9/2024,0,Qt Inside,20.56,0,0940,Food
2/22/2024,0,Shake Shack,48.18,0,0940,Food
3/13/2024,0,Short Stop,35.78,0,2591,Food
4/2/2024,0,Short Stop,40.03,0,2591,Food
5/3/2024,0,Tacos Manor,36.78,0,2591,Food
1/9/2024,0,Taxo Las Amazonas Estilo,27.72,0,2591,Food
2/14/2024,0,Taxo Las Amazonas Estilo,18.26,0,2591,Food
5/24/2024,0,Tx Austin Ranch,18,0,2591,Food
8/11/2024,0,Tx Austin Ranch,15,0,0940,Food
1/12/2024,0,7Eleven,56.37,0,0940,Gas
1/27/2024,0,7Eleven,46.28,0,0940,Gas
1/28/2024,0,7Eleven,48.41,0,2591,Gas
1/9/2024,0,7Eleven,42.21,0,2591,Gas
2/12/2024,0,7Eleven,35.71,0,0940,Gas
2/16/2024,0,7Eleven,42.44,0,0940,Gas
2/29/2024,0,7Eleven,30.52,0,2591,Gas
2/4/2024,0,7Eleven,52.91,0,2591,Gas
3/14/2024,0,7Eleven,54.73,0,2591,Gas
3/22/2024,0,7Eleven,100.17,0,2591,Gas
3/22/2024,0,7Eleven,36.47,0,2591,Gas
3/22/2024,0,7Eleven,63.28,0,0940,Gas
3/25/2024,0,7Eleven,50.01,0,2591,Gas
3/30/2024,0,7Eleven,48.97,0,2994,Gas
3/5/2024,0,7Eleven,49.86,0,2591,Gas
3/6/2024,0,7Eleven,11.9,0,0940,Gas
3/9/2024,0,7Eleven,51.26,0,0940,Gas
4/9/2024,0,7Eleven,51.95,0,0940,Gas
5/16/2024,0,7Eleven,40.68,0,0940,Gas
5/18/2024,0,7Eleven,20,0,2591,Gas
5/22/2024,0,7Eleven,56.65,0,0940,Gas
5/24/2024,0,7Eleven,55.59,0,2994,Gas
5/29/2024,0,7Eleven,35.2,0,2591,Gas
5/5/2024,0,7Eleven,65.06,0,0940,Gas
6/20/2024,0,7Eleven,58.89,0,0940,Gas
6/21/2024,0,7Eleven,12.98,0,2591,Gas
6/6/2024,0,7Eleven,61.35,0,0940,Gas
1/14/2024,0,Chevron,58.22,0,2994,Gas
1/5/2024,0,Chevron,4.53,0,0940,Gas
2/16/2024,0,Chevron,64.51,0,2591,Gas
2/27/2024,0,Chevron,68.25,0,2591,Gas
3/12/2024,0,Chevron,75.67,0,2591,Gas
3/13/2024,0,Chevron,85.8,0,2591,Gas
3/5/2024,0,Chevron,86.82,0,2591,Gas
4/13/2024,0,Chevron,35.49,0,2591,Gas
4/9/2024,0,Chevron,39.59,0,2591,Gas
4/9/2024,0,Chevron,32.19,0,2591,Gas
5/23/2024,0,Chevron,152.21,0,2591,Gas
5/6/2024,0,Chevron,98.77,0,2591,Gas
6/18/2024,0,Chevron,44.37,0,2591,Gas
6/20/2024,0,Chevron,3.06,0,2591,Gas
6/26/2024,0,Chevron,41.67,0,0940,Gas
7/4/2024,0,Chevron,77.42,0,2591,Gas
8/10/2024,0,Chevron,77.94,0,0940,Gas
8/2/2024,0,Chevron,43.05,0,2591,Gas
3/18/2024,0,Circle K,56.45,0,2591,Gas
3/8/2024,0,Circle K,43.6,0,2591,Gas
4/1/2024,0,Circle K,33.43,0,2994,Gas
4/17/2024,0,Circle K,46.23,0,2591,Gas
4/25/2024,0,Circle K,62.09,0,2994,Gas
6/25/2024,0,Circle K,30.12,0,2591,Gas
6/30/2024,0,Circle K,51.82,0,2591,Gas
7/3/2024,0,Circle K,36.5,0,2591,Gas
8/5/2024,0,Circle K,74.03,0,0940,Gas
2/1/2024,0,Exxon,31.85,0,2994,Gas
2/1/2024,0,Exxon,21.09,0,2994,Gas
2/13/2024,0,Exxon,19.45,0,2591,Gas
3/1/2024,0,Exxon,62.96,0,2591,Gas
3/31/2024,0,Exxon,31.41,0,2591,Gas
4/9/2024,0,Exxon,51.28,0,2591,Gas
5/14/2024,0,Exxon,59.6,0,2591,Gas
5/21/2024,0,Exxon,50.49,0,2591,Gas
5/31/2024,0,Exxon,34.53,0,2591,Gas
6/13/2024,0,Exxon,21.95,0,2591,Gas
6/18/2024,0,Exxon,62.37,0,2591,Gas
6/23/2024,0,Exxon,69.82,0,0940,Gas
6/25/2024,0,Exxon,25.29,0,0940,Gas
7/28/2024,0,Exxon,51.5,0,0940,Gas
7/3/2024,0,Exxon,44.91,0,2591,Gas
7/30/2024,0,Exxon,32.87,0,0940,Gas
7/30/2024,0,Exxon,1.42,0,0940,Gas
7/6/2024,0,Exxon,69.1,0,2591,Gas
8/16/2024,0,Exxon,91.65,0,0940,Gas
8/20/2024,0,Exxon,20.18,0,0940,Gas
2/5/2024,0,Heb Gas,52.33,0,2591,Gas
7/23/2024,0,Heb Gas,51.34,0,0940,Gas
8/24/2024,0,Heb Gas,58.16,0,0940,Gas
1/10/2024,0,Qt Outside,34.3,0,2591,Gas
1/12/2024,0,Qt Outside,42.51,0,2591,Gas
1/12/2024,0,Qt Outside,45.89,0,2994,Gas
1/18/2024,0,Qt Outside,29.01,0,2591,Gas
1/19/2024,0,Qt Outside,106.15,0,2591,Gas
1/2/2024,0,Qt Outside,40.76,0,7767,Gas
1/23/2024,0,Qt Outside,47.24,0,2591,Gas
1/23/2024,0,Qt Outside,37.37,0,2591,Gas
1/27/2024,0,Qt Outside,85.45,0,2591,Gas
1/29/2024,0,Qt Outside,26.49,0,2591,Gas
1/31/2024,0,Qt Outside,49.48,0,2591,Gas
1/31/2024,0,Qt Outside,26.64,0,2591,Gas
1/4/2024,0,Qt Outside,25.01,0,2591,Gas
1/5/2024,0,Qt Outside,111.45,0,2591,Gas
2/13/2024,0,Qt Outside,27.11,0,2591,Gas
2/13/2024,0,Qt Outside,50.66,0,2591,Gas
2/14/2024,0,Qt Outside,28,0,2591,Gas
2/15/2024,0,Qt Outside,77.22,0,2591,Gas
2/15/2024,0,Qt Outside,54.96,0,2591,Gas
2/19/2024,0,Qt Outside,30.21,0,2591,Gas
2/2/2024,0,Qt Outside,96.75,0,2591,Gas
2/20/2024,0,Qt Outside,24,0,2591,Gas
2/22/2024,0,Qt Outside,36.56,0,2591,Gas
2/22/2024,0,Qt Outside,100.04,0,2591,Gas
2/22/2024,0,Qt Outside,30.81,0,2591,Gas
2/27/2024,0,Qt Outside,29.76,0,2591,Gas
2/29/2024,0,Qt Outside,37.7,0,2591,Gas
2/8/2024,0,Qt Outside,26.89,0,2591,Gas
2/8/2024,0,Qt Outside,25.9,0,2591,Gas
2/9/2024,0,Qt Outside,12.61,0,2591,Gas
2/9/2024,0,Qt Outside,92.69,0,2591,Gas
3/14/2024,0,Qt Outside,50.78,0,2591,Gas
3/18/2024,0,Qt Outside,36.11,0,2591,Gas
3/20/2024,0,Qt Outside,24.86,0,2591,Gas
3/20/2024,0,Qt Outside,32.71,0,2591,Gas
3/28/2024,0,Qt Outside,27.7,0,2591,Gas
3/5/2024,0,Qt Outside,29.96,0,2591,Gas
3/5/2024,0,Qt Outside,27.89,0,2591,Gas
3/6/2024,0,Qt Outside,32.63,0,2591,Gas
4/10/2024,0,Qt Outside,103.44,0,2591,Gas
4/17/2024,0,Qt Outside,116.16,0,2591,Gas
4/17/2024,0,Qt Outside,39.73,0,2591,Gas
4/2/2024,0,Qt Outside,36.7,0,2591,Gas
4/2/2024,0,Qt Outside,46.78,0,2591,Gas
4/20/2024,0,Qt Outside,63.44,0,2591,Gas
4/20/2024,0,Qt Outside,35.53,0,2591,Gas
4/25/2024,0,Qt Outside,105.92,0,2591,Gas
4/25/2024,0,Qt Outside,40.01,0,2591,Gas
4/27/2024,0,Qt Outside,23.62,0,2591,Gas
4/4/2024,0,Qt Outside,52.57,0,2591,Gas
4/4/2024,0,Qt Outside,41.29,0,2591,Gas
4/4/2024,0,Qt Outside,36.33,0,2591,Gas
4/4/2024,0,Qt Outside,29.61,0,2591,Gas
5/1/2024,0,Qt Outside,51.83,0,2591,Gas
5/1/2024,0,Qt Outside,102.57,0,2591,Gas
5/11/2024,0,Qt Outside,51.56,0,2591,Gas
5/11/2024,0,Qt Outside,22.01,0,2591,Gas
5/13/2024,0,Qt Outside,54.38,0,2591,Gas
5/14/2024,0,Qt Outside,39.34,0,2591,Gas
5/15/2024,0,Qt Outside,40,0,2591,Gas
5/15/2024,0,Qt Outside,115.01,0,2591,Gas
5/17/2024,0,Qt Outside,36.91,0,2591,Gas
5/17/2024,0,Qt Outside,42.45,0,2591,Gas
5/20/2024,0,Qt Outside,50.68,0,2591,Gas
5/21/2024,0,Qt Outside,29.09,0,2591,Gas
5/23/2024,0,Qt Outside,23.2,0,2591,Gas
5/23/2024,0,Qt Outside,47.84,0,2591,Gas
5/28/2024,0,Qt Outside,27.27,0,2591,Gas
5/6/2024,0,Qt Outside,55.24,0,2591,Gas
5/8/2024,0,Qt Outside,33.98,0,2591,Gas
5/8/2024,0,Qt Outside,16.22,0,2591,Gas
5/8/2024,0,Qt Outside,37.57,0,2994,Gas
6/12/2024,0,Qt Outside,55.43,0,2591,Gas
6/12/2024,0,Qt Outside,48.11,0,2994,Gas
6/14/2024,0,Qt Outside,103.2,0,2591,Gas
6/15/2024,0,Qt Outside,30.91,0,2591,Gas
6/19/2024,0,Qt Outside,40.69,0,2591,Gas
6/20/2024,0,Qt Outside,2.8,0,2591,Gas
6/20/2024,0,Qt Outside,74.17,0,2591,Gas
6/25/2024,0,Qt Outside,87.49,0,0940,Gas
6/27/2024,0,Qt Outside,21.11,0,0940,Gas
6/27/2024,0,Qt Outside,9.09,0,0940,Gas
6/29/2024,0,Qt Outside,84.67,0,0940,Gas
6/3/2024,0,Qt Outside,27.13,0,2591,Gas
6/3/2024,0,Qt Outside,55.24,0,2591,Gas
6/4/2024,0,Qt Outside,114.43,0,2591,Gas
6/5/2024,0,Qt Outside,35.3,0,2591,Gas
7/10/2024,0,Qt Outside,74.83,0,2591,Gas
7/12/2024,0,Qt Outside,56.13,0,2591,Gas
7/13/2024,0,Qt Outside,39.14,0,0940,Gas
7/16/2024,0,Qt Outside,17.82,0,2591,Gas
7/16/2024,0,Qt Outside,103.66,0,2591,Gas
7/16/2024,0,Qt Outside,34.78,0,2591,Gas
7/18/2024,0,Qt Outside,23.72,0,0940,Gas
7/2/2024,0,Qt Outside,125.6,0,2591,Gas
7/20/2024,0,Qt Outside,88.39,0,0940,Gas
7/20/2024,0,Qt Outside,29.46,0,0940,Gas
7/23/2024,0,Qt Outside,60.83,0,0940,Gas
7/24/2024,0,Qt Outside,32.99,0,0940,Gas
7/25/2024,0,Qt Outside,38.3,0,0940,Gas
7/27/2024,0,Qt Outside,43.8,0,0940,Gas
7/29/2024,0,Qt Outside,58.98,0,2591,Gas
7/30/2024,0,Qt Outside,110,0,0940,Gas
7/7/2024,0,Qt Outside,46.65,0,2591,Gas
7/8/2024,0,Qt Outside,50.38,0,0940,Gas
8/1/2024,0,Qt Outside,55.41,0,0940,Gas
8/13/2024,0,Qt Outside,63.67,0,0940,Gas
8/14/2024,0,Qt Outside,36.58,0,0940,Gas
8/18/2024,0,Qt Outside,35.05,0,0940,Gas
8/19/2024,0,Qt Outside,64.34,0,2591,Gas
8/21/2024,0,Qt Outside,45.13,0,2591,Gas
8/23/2024,0,Qt Outside,35.05,0,0940,Gas
8/23/2024,0,Qt Outside,62.11,0,0940,Gas
8/27/2024,0,Qt Outside,22.4,0,0940,Gas
8/27/2024,0,Qt Outside,51.79,0,2591,Gas
8/30/2024,0,Qt Outside,61.93,0,0940,Gas
8/30/2024,0,Qt Outside,91.01,0,0940,Gas
8/30/2024,0,Qt Outside,31.9,0,0940,Gas
8/30/2024,0,Qt Outside,49.6,0,2591,Gas
8/5/2024,0,Qt Outside,55.47,0,2591,Gas
8/6/2024,0,Qt Outside,40.02,0,0940,Gas
8/6/2024,0,Qt Outside,14.5,0,2591,Gas
8/8/2024,0,Qt Outside,30.94,0,2591,Gas
8/9/2024,0,Qt Outside,130.51,0,2591,Gas
1/27/2024,0,Randall Fuel,50.95,0,2994,Gas
4/18/2024,0,Randall Fuel,42.24,0,2591,Gas
1/28/2024,0,Shell Oil,24.76,0,2994,Gas
1/31/2024,0,Shell Oil,42.13,0,2994,Gas
3/8/2024,0,Shell Oil,15,0,2591,Gas
4/13/2024,0,Shell Oil,68.75,0,2994,Gas
4/2/2024,0,Shell Oil,61.47,0,2591,Gas
5/16/2024,0,Shell Oil,21.49,0,2591,Gas
5/28/2024,0,Shell Oil,31.9,0,2591,Gas
5/3/2024,0,Shell Oil,17.91,0,2591,Gas
5/4/2024,0,Shell Oil,39.11,0,2591,Gas
6/11/2024,0,Shell Oil,42.01,0,2591,Gas
6/21/2024,0,Shell Oil,35.45,0,2591,Gas
7/22/2024,0,Shell Oil,38.58,0,0940,Gas
8/23/2024,0,Shell Oil,76.47,0,0940,Gas
8/4/2024,0,Shell Oil,76.66,0,0940,Gas
1/9/2024,0,Sunoco,34.94,0,2591,Gas
2/13/2024,0,Texaco,8.07,0,2591,Gas
7/11/2024,0,Texaco,23.18,0,0940,Gas
8/4/2024,0,Texaco,44.45,0,0940,Gas
1/23/2024,0,Valvoline Oil Change,139.36,0,2591,Gas
2/3/2024,0,Valvoline Oil Change,117.66,0,2591,Gas
4/26/2024,0,Valvoline Oil Change,139.36,0,2591,Gas
5/30/2024,0,Valvoline Oil Change,116.65,0,2591,Gas
8/23/2024,0,Valvoline Oil Change,89.6,0,0940,Gas
8/23/2024,0,Valvoline Oil Change,139.36,0,0940,Gas
1/9/2024,0,All Star Grocery,82.68,0,2591,Groceries 
2/17/2024,0,All Star Grocery,37.37,0,2591,Groceries 
3/28/2024,0,All Star Grocery,36.42,0,2591,Groceries 
4/25/2024,0,All Star Grocery,66.04,0,2591,Groceries 
7/27/2024,0,All Star Grocery,30,0,0940,Groceries 
3/19/2024,0,Central Market,41.11,0,0940,Groceries 
8/6/2024,0,Days Food Store,24.89,0,0940,Groceries 
4/27/2024,0,Fiesta Mart,103.82,0,2591,Groceries 
6/24/2024,0,Fresh Street Market,33.97,0,0940,Groceries 
1/30/2024,0,Heb #,38.26,0,2994,Groceries 
1/9/2024,0,Heb #,38.35,0,2591,Groceries 
2/24/2024,0,Heb #,40,0,0940,Groceries 
4/22/2024,0,Heb #,54.29,0,2591,Groceries 
4/22/2024,0,Heb #,24.6,0,2591,Groceries 
4/9/2024,0,Heb #,86.77,0,2591,Groceries 
6/25/2024,0,Heb #,76.25,0,2591,Groceries 
6/4/2024,0,Heb #,67.34,0,2591,Groceries 
8/26/2024,0,Heb #,46.54,0,0940,Groceries 
8/8/2024,0,Heb #,63.61,0,0940,Groceries 
6/21/2024,0,Hu La Hu Market,12.44,0,2591,Groceries 
5/13/2024,0,Randalls,81.98,0,2591,Groceries 
7/11/2024,0,Randalls,21.64,0,0940,Groceries 
4/24/2024,0,Walmart,50,0,0940,Groceries 
1/9/2024,0,Allstate Insurance,987.11,0,nan,Insurance
1/9/2024,0,Allstate Insurance,67.82,0,nan,Insurance
1/9/2024,0,Allstate Insurance,54.58,0,nan,Insurance
2/14/2024,0,Allstate Insurance,0,1223.68,nan,Insurance
2/6/2024,0,Allstate Insurance,52.08,0,nan,Insurance
2/7/2024,0,Allstate Insurance,983.61,0,nan,Insurance
2/7/2024,0,Allstate Insurance,65.32,0,nan,Insurance
3/5/2024,0,Allstate Insurance,45.98,0,nan,Insurance
3/6/2024,0,Allstate Insurance,65.32,0,nan,Insurance
4/4/2024,0,Allstate Insurance,45.99,0,nan,Insurance
4/8/2024,0,Allstate Insurance,65.32,0,nan,Insurance
5/6/2024,0,Allstate Insurance,45.99,0,nan,Insurance
5/7/2024,0,Allstate Insurance,65.32,0,nan,Insurance
6/5/2024,0,Allstate Insurance,45.99,0,nan,Insurance
6/6/2024,0,Allstate Insurance,65.32,0,nan,Insurance
7/5/2024,0,Allstate Insurance,45.99,0,nan,Insurance
7/9/2024,0,Allstate Insurance,65.32,0,nan,Insurance
8/6/2024,0,Allstate Insurance,45.99,0,nan,Insurance
8/7/2024,0,Allstate Insurance,65.32,0,nan,Insurance
3/29/2024,0,American General Life Insurance,134.89,0,nan,Insurance
7/1/2024,0,American General Life Insurance,134.89,0,nan,Insurance
3/21/2024,0,Amtrust Insurance,1753,0,nan,Insurance
6/14/2024,0,Amtrust Insurance,1186,0,nan,Insurance
1/16/2024,0,Farmers Insurance,1061.25,0,nan,Insurance
2/14/2024,0,Farmers Insurance,1061.25,0,nan,Insurance
3/14/2024,0,Farmers Insurance,1061.25,0,nan,Insurance
4/15/2024,0,Farmers Insurance,1061.25,0,nan,Insurance
5/14/2024,0,Farmers Insurance,1061.25,0,nan,Insurance
6/14/2024,0,Farmers Insurance,1061.25,0,nan,Insurance
7/15/2024,0,Farmers Insurance,1061.25,0,nan,Insurance
8/14/2024,0,Farmers Insurance,545.25,0,nan,Insurance
3/11/2024,0,Guardian Life,364.07,0,nan,Insurance
3/15/2024,0,Guardian Life,970.94,0,nan,Insurance
3/15/2024,0,Guardian Life,364.07,0,nan,Insurance
4/15/2024,0,Guardian Life,485.47,0,nan,Insurance
4/15/2024,0,Guardian Life,364.07,0,nan,Insurance
5/15/2024,0,Guardian Life,485.47,0,nan,Insurance
5/15/2024,0,Guardian Life,364.07,0,nan,Insurance
6/17/2024,0,Guardian Life,485.47,0,nan,Insurance
6/17/2024,0,Guardian Life,364.07,0,nan,Insurance
7/15/2024,0,Guardian Life,485.47,0,nan,Insurance
7/15/2024,0,Guardian Life,364.07,0,nan,Insurance
8/15/2024,0,Guardian Life,485.47,0,nan,Insurance
8/15/2024,0,Guardian Life,364.07,0,nan,Insurance
1/23/2024,0,Health Insurance,3020.47,0,nan,Insurance
2/21/2024,0,Health Insurance,3020.47,0,nan,Insurance
3/20/2024,0,Health Insurance,3020.47,0,nan,Insurance
4/19/2024,0,Health Insurance,3020.47,0,nan,Insurance
5/22/2024,0,Health Insurance,3020.47,0,nan,Insurance
6/20/2024,0,Health Insurance,3020.47,0,nan,Insurance
7/22/2024,0,Health Insurance,3020.47,0,nan,Insurance
8/23/2024,0,Health Insurance,3020.47,0,nan,Insurance
1/3/2024,0,Insurance Payment,1438.4,0,nan,Insurance
2/6/2024,0,Insurance Payment,803.37,0,nan,Insurance
3/6/2024,0,Insurance Payment,803.37,0,nan,Insurance
4/8/2024,0,Insurance Payment,1438.41,0,nan,Insurance
5/7/2024,0,Insurance Payment,803.37,0,nan,Insurance
6/6/2024,0,Insurance Payment,803.37,0,nan,Insurance
7/8/2024,0,Insurance Payment,803.37,0,nan,Insurance
1/19/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
1/4/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
2/20/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
2/6/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
3/19/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
3/6/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
4/18/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
4/4/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
5/20/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
5/6/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
6/21/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
6/5/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
7/18/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
7/8/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
8/19/2024,0,Lincoln Life Insurance,316.91,0,nan,Insurance
8/6/2024,0,Lincoln Life Insurance,105.2,0,nan,Insurance
6/11/2024,0,Next Insurance,345.5,0,2994,Insurance
