Date,Description,Debit,Credit,Cards,Purchase Type
2/29/2024,Mail Fee,63,0,0,Fee
3/10/2024,Microsoft,42.64,0,2994,Software
3/10/2024,Microsoft,13.54,0,2994,Software
2/11/2024,Microsoft,42.64,0,2994,Software
2/10/2024,Microsoft,13.54,0,2994,Software
1/10/2024,Microsoft,46.63,0,2994,Software
1/10/2024,Microsoft,13.54,0,2994,Software
2/22/2024,Office Depot,135.96,0,2591,Supplies
2/2/2024,Office Depot,70.14,0,2994,Supplies
1/22/2024,Office Max,96.01,0,2591,Supplies
2/6/2024,Orielly Auto Parts,4.86,0,2591,Supplies
3/20/2024,Pedernales Electric,118.13,0,2994,Utilities
2/20/2024,Pedernales Electric,130.62,0,2994,Utilities
1/20/2024,Pedernales Electric,132.99,0,2994,Utilities
1/27/2024,Popeyes,51.95,0,2994,Food
3/30/2024,Pro Serve,43.77,0,2591,Supplies
3/22/2024,Pro Serve,24.18,0,2994,Supplies
3/13/2024,Pro Serve,156.72,0,2591,Supplies
3/13/2024,Pro Serve,51.42,0,2591,Supplies
2/22/2024,Pro Serve,55.67,0,2591,Supplies
1/19/2024,Pro Serve,165.55,0,2591,Supplies
1/9/2024,Pro Serve,51.42,0,2591,Supplies
4/4/2024,QT,52.57,0,2591,Gas
4/4/2024,QT,41.29,0,2591,Gas
4/4/2024,QT,36.33,0,2591,Gas
4/4/2024,QT,29.61,0,2591,Gas
4/2/2024,QT,36.7,0,2591,Gas
4/2/2024,QT,46.78,0,2591,Gas
4/1/2024,QT,12.98,0,2591,Gas
3/28/2024,QT,27.7,0,2591,Gas
3/20/2024,QT,24.86,0,2591,Gas
3/20/2024,QT,32.71,0,2591,Gas
3/18/2024,QT,36.11,0,2591,Gas
3/14/2024,QT,50.78,0,2591,Gas
3/7/2024,QT,25.97,0,0940,Gas
3/7/2024,QT,29.3,0,0940,Gas
3/6/2024,QT,32.63,0,2591,Gas
3/5/2024,QT,29.96,0,2591,Gas
3/5/2024,QT,27.89,0,2591,Gas
2/29/2024,QT,37.7,0,2591,Gas
2/27/2024,QT,29.76,0,2591,Gas
2/22/2024,QT,36.56,0,2591,Gas
2/22/2024,QT,100.04,0,2591,Gas
2/22/2024,QT,30.81,0,2591,Gas
2/20/2024,QT,24,0,2591,Gas
2/19/2024,QT,30.21,0,2591,Gas
2/15/2024,QT,77.22,0,2591,Gas
2/15/2024,QT,54.96,0,2591,Gas
2/14/2024,QT,28,0,2591,Gas
2/13/2024,QT,27.11,0,2591,Gas
2/13/2024,QT,50.66,0,2591,Gas
2/9/2024,QT,37.32,0,2591,Gas
2/9/2024,QT,12.61,0,2591,Gas
2/9/2024,QT,92.69,0,2591,Gas
2/8/2024,QT,26.89,0,2591,Gas
2/8/2024,QT,25.9,0,2591,Gas
2/2/2024,QT,96.75,0,2591,Gas
1/31/2024,QT,49.48,0,2591,Gas
1/31/2024,QT,26.64,0,2591,Gas
1/29/2024,QT,26.49,0,2591,Gas
1/27/2024,QT,85.45,0,2591,Gas
1/23/2024,QT,47.24,0,2591,Gas
1/23/2024,QT,37.37,0,2591,Gas
1/19/2024,QT,106.15,0,2591,Gas
1/18/2024,QT,29.01,0,2591,Gas
1/12/2024,QT,42.51,0,2591,Gas
1/12/2024,QT,45.89,0,2994,Gas
1/10/2024,QT,34.3,0,2591,Gas
1/5/2024,QT,6.99,0,2591,Gas
1/5/2024,QT,111.45,0,2591,Gas
1/4/2024,QT,25.01,0,2591,Gas
1/2/2024,QT,40.76,0,7767,Gas
4/4/2024,QuickBooks Fee,630.13,0,0,Fee
3/19/2024,QuickBooks Fee,2184.05,0,0,Fee
3/7/2024,QuickBooks Fee,51.15,0,0,Fee
3/6/2024,QuickBooks Fee,14.89,0,0,Fee
3/4/2024,QuickBooks Fee,627.6,0,0,Fee
2/29/2024,QuickBooks Fee,98.05,0,0,Fee
2/20/2024,QuickBooks Fee,1936.76,0,0,Fee
2/2/2024,QuickBooks Fee,249.46,0,0,Fee
1/30/2024,QuickBooks Fee,98.05,0,0,Fee
1/22/2024,QuickBooks Fee,1660.09,0,0,Fee
1/18/2024,QuickBooks Fee,98.05,0,0,Fee
1/8/2024,QuickBooks Fee,78.45,0,0,Fee
1/27/2024,Randall Fuel,50.95,0,2994,Gas
3/12/2024,Salon Service Group,362.73,0,0940,Supplies
2/21/2024,Salon Service Group,98.85,0,0940,Supplies
2/20/2024,Salon Service Group,44.98,0,0940,Supplies
3/22/2024,SBA Loan,700,0,0,Loan
2/22/2024,SBA Loan,700,0,0,Loan
1/22/2024,SBA Loan,700,0,0,Loan
3/22/2024,Seoteric,750,0,0,Marketing
2/22/2024,Seoteric,750,0,0,Marketing
1/22/2024,Seoteric,750,0,0,Marketing
3/13/2024,Service Fee,2.1,0,2591,Fee
2/22/2024,Shake Shack,48.18,0,0940,Food
4/2/2024,Shell Fuel,61.47,0,2591,Gas
3/8/2024,Shell Fuel,15,0,2591,Gas
1/31/2024,Shell Fuel,42.13,0,2994,Gas
1/28/2024,Shell Fuel,24.76,0,2994,Gas
3/2/2024,Shell Service,65.02,0,2591,Auto Maintenance
1/7/2024,Shell Service,61.91,0,2591,Auto Maintenance
3/21/2024,State Comptroller,9857.31,0,0,Tax
2/21/2024,State Comptroller,7373.84,0,0,Tax
2/9/2024,State Comptroller,6520.19,0,0,Tax
1/9/2024,Sunoco Fuel,34.94,0,2591,Gas
2/14/2024,Tacos Las Amazonas,18.26,0,2591,Food
1/9/2024,Tacos Las Amazonas,27.72,0,2591,Food
2/13/2024,Texaco Fuel,8.07,0,2591,Food
4/4/2024,The Home Depot,109.83,0,2591,Supplies
4/2/2024,The Home Depot,68.11,0,2591,Supplies
4/1/2024,The Home Depot,9.44,0,2994,Supplies
3/28/2024,The Home Depot,114.32,0,2591,Supplies
3/25/2024,The Home Depot,49.6,0,2591,Supplies
3/25/2024,The Home Depot,38.95,0,2591,Supplies
3/14/2024,The Home Depot,199.76,0,2591,Supplies
3/14/2024,The Home Depot,5.37,0,2591,Supplies
3/8/2024,The Home Depot,70.34,0,2591,Supplies
3/6/2024,The Home Depot,27.03,0,2591,Supplies
3/1/2024,The Home Depot,428.62,0,2591,Supplies
2/28/2024,The Home Depot,62.19,0,2591,Supplies
2/24/2024,The Home Depot,107.38,0,0940,Supplies
2/13/2024,The Home Depot,79.26,0,2591,Supplies
2/13/2024,The Home Depot,0,21.62,2591,Supplies
2/13/2024,The Home Depot,54.16,0,2591,Supplies
2/1/2024,The Home Depot,63.88,0,2994,Supplies
1/31/2024,The Home Depot,87.21,0,2994,Supplies
1/23/2024,The Home Depot,12.99,0,2591,Supplies
1/15/2024,The Home Depot,65.6,0,2591,Supplies
1/14/2024,The Home Depot,1014.41,0,2591,Supplies
1/13/2024,The Home Depot,19.46,0,2591,Supplies
1/9/2024,The Home Depot,86.17,0,2591,Supplies
1/5/2024,The Home Depot,59.26,0,2591,Supplies
3/7/2024,Toll,37.17,0,0940,Fee
3/7/2024,Toll,7.72,0,0940,Fee
3/7/2024,Toll,79.93,0,0940,Fee
3/7/2024,Toll,117.84,0,0940,Fee
3/7/2024,Toll,81.52,0,0940,Fee
2/28/2024,Toll,48.15,0,2994,Fee
2/7/2024,Toll,62.69,0,2591,Fee
2/7/2024,Toll,77.52,0,2591,Fee
1/25/2024,Toll,20.51,0,2994,Fee
4/5/2024,Transfer,2000,0,0,Transfer
3/20/2024,Transfer,8000,0,0,Transfer
3/19/2024,Transfer,6000,0,0,Transfer
3/18/2024,Transfer,200,0,0,Transfer
3/11/2024,Transfer,447.78,0,0,Transfer
3/11/2024,Transfer,11500,0,0,Transfer
2/23/2024,Transfer,11000,0,0,Transfer
2/20/2024,Transfer,200,0,0,Transfer
2/20/2024,Transfer,3000,0,0,Transfer
2/12/2024,Transfer,447.78,0,0,Transfer
2/12/2024,Transfer,10000,0,0,Transfer
1/29/2024,Transfer,13000,0,0,Transfer
1/23/2024,Transfer,4000,0,0,Transfer
1/18/2024,Transfer,200,0,0,Transfer
1/12/2024,Transfer,7000,0,0,Transfer
1/8/2024,Transfer,2200,0,0,Transfer
1/4/2024,Transfer,2000,0,0,Transfer
4/1/2024,Transfer,3000,0,0,Transfer
3/18/2024,Transfer,5000,0,0,Transfer
3/15/2024,Transfer,6000,0,0,Transfer
3/13/2024,Transfer,3000,0,0,Transfer
1/18/2024,Transfer,1550,0,0,Transfer
1/16/2024,Transfer,2000,0,0,Transfer
1/9/2024,Transfer,700,0,0,Transfer
4/3/2024,Tx Tag Toll,165,0,0940,Fee
3/16/2024,Tx Tag Toll,165,0,0940,Fee
3/7/2024,Tx Tag Toll,100,0,0940,Fee
3/7/2024,Tx Tag Toll,16.14,0,0940,Fee
3/7/2024,Tx Tag Toll,43.88,0,0940,Fee
2/7/2024,Tx Tag Toll,4.16,0,2591,Fee
1/25/2024,Tx Tag Toll,13.49,0,2994,Fee
2/22/2024,UPS,10,0,2591,Professional Service
2/20/2024,USPS,1.1,0,0940,Professional Service
1/17/2024,USPS,176,0,2994,Professional Service
2/3/2024,Valvoline,117.66,0,2591,Gas
1/23/2024,Valvoline,139.36,0,2591,Gas
3/25/2024,Vivint,80.92,0,0,Software
2/23/2024,Vivint,80.92,0,0,Software
1/23/2024,Vivint,80.92,0,0,Software
2/24/2024,Walgreens,380.52,0,0940,Medical
1/29/2024,Walgreens,20.4,0,2994,Medical
1/28/2024,Walgreens,24.2,0,2994,Medical
1/15/2024,Walgreens,87.28,0,2591,Medical
2/27/2024,Wells Fargo Bank,2190.23,0,0,Loan
4/3/2024,Withdrawal,301.53,0,0,Withdrawal
4/2/2024,Withdrawal,20,0,0940,Withdrawal
4/2/2024,Withdrawal,40.03,0,2591,Withdrawal
4/2/2024,Withdrawal,265,0,2591,Withdrawal
4/1/2024,Withdrawal,33.43,0,2994,Withdrawal
3/29/2024,Withdrawal,134.89,0,0,Withdrawal
3/25/2024,Withdrawal,0,24.84,2591,Withdrawal
3/25/2024,Withdrawal,0,32.14,2591,Withdrawal
3/21/2024,Withdrawal,1753,0,0,Withdrawal
3/20/2024,Withdrawal,332.59,0,2994,Withdrawal
3/19/2024,Withdrawal,41.11,0,0940,Withdrawal
3/18/2024,Withdrawal,56.45,0,2591,Withdrawal
3/15/2024,Withdrawal,970.94,0,0,Withdrawal
3/15/2024,Withdrawal,364.07,0,0,Withdrawal
3/14/2024,Withdrawal,166.23,0,0,Withdrawal
3/13/2024,Withdrawal,103,0,0,Withdrawal
3/13/2024,Withdrawal,35.78,0,2591,Withdrawal
3/12/2024,Withdrawal,1265.29,0,2591,Withdrawal
3/12/2024,Withdrawal,73.68,0,0940,Withdrawal
3/12/2024,Withdrawal,70.36,0,2994,Withdrawal
3/11/2024,Withdrawal,364.07,0,0,Withdrawal
3/8/2024,Withdrawal,43.6,0,2591,Withdrawal
3/8/2024,Withdrawal,540,0,2591,Withdrawal
3/8/2024,Withdrawal,8.1,0,2994,Withdrawal
3/8/2024,Withdrawal,361.39,0,2591,Withdrawal
3/8/2024,Withdrawal,57.09,0,0940,Withdrawal
3/7/2024,Withdrawal,2272.53,0,2994,Withdrawal
3/6/2024,Withdrawal,32.14,0,2591,Withdrawal
3/6/2024,Withdrawal,24.84,0,2591,Withdrawal
3/4/2024,Withdrawal,0.3,0,0,Withdrawal
3/1/2024,Withdrawal,1649.82,0,2994,Withdrawal
2/5/2024,Withdrawal,378.96,0,0,Withdrawal
