Date,Check,Description,Debit,Credit,Cards,Purchase Type
4/19/2024,0,Bank Fee,34,0,0,Fee
4/19/2024,0,Bank Fee,34,0,0,Fee
4/17/2024,0,Bank Fee,34,0,0,Fee
4/5/2024,0,Bank Fee,34,0,0,Fee
4/5/2024,0,Bank Fee,34,0,0,Fee
4/5/2024,0,Bank Fee,34,0,0,Fee
4/5/2024,0,Bank Fee,34,0,0,Fee
4/5/2024,0,Bank Fee,34,0,0,Fee
4/5/2024,0,Bank Fee,26.08,0,0,Fee
4/4/2024,0,Bank Fee,7.92,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/4/2024,0,Bank Fee,34,0,0,Fee
4/3/2024,0,Bank Fee,34,0,0,Fee
4/3/2024,0,Bank Fee,34,0,0,Fee
4/2/2024,0,Bank Fee,34,0,0,Fee
3/31/2024,0,Bank Fee,26.5,0,0,Fee
3/31/2024,0,Bank Fee,6,0,0,Fee
2/29/2024,0,Bank Fee,26.75,0,0,Fee
2/29/2024,0,Bank Fee,6,0,0,Fee
2/9/2024,0,Bank Fee,34,0,0,Fee
2/9/2024,0,Bank Fee,34,0,0,Fee
2/9/2024,0,Bank Fee,34,0,0,Fee
2/9/2024,0,Bank Fee,34,0,0,Fee
2/9/2024,0,Bank Fee,34,0,0,Fee
2/9/2024,0,Bank Fee,34,0,0,Fee
2/9/2024,0,Bank Fee,34,0,0,Fee
1/31/2024,0,Bank Fee,23,0,0,Fee
1/31/2024,0,Bank Fee,6,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,30.54,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/23/2024,0,Bank Fee,34,0,0,Fee
1/18/2024,0,Bank Fee,3.46,0,0,Fee
1/18/2024,0,Bank Fee,34,0,0,Fee
1/17/2024,0,Bank Fee,24,0,0,Fee
1/5/2024,0,Bank Fee,34,0,0,Fee
1/5/2024,0,Bank Fee,34,0,0,Fee
1/5/2024,0,Bank Fee,34,0,0,Fee
6/30/2024,0,Bank Fee,6,0,0,Fee
4/30/2024,0,Bank Fee,6,0,0,Fee
1/31/2024,0,Bank Fee,6,0,0,Fee
9/30/2024,0,Bank Fee,28.75,0,0,Fee
9/30/2024,0,Bank Fee,6,0,0,Fee
2/8/2024,0,Bank Fee Credit,0,34,0,Credit
2/8/2024,0,Bank Fee Credit,0,34,0,Credit
2/8/2024,0,Bank Fee Credit,0,34,0,Credit
2/8/2024,0,Bank Fee Credit,0,34,0,Credit
2/8/2024,0,Bank Fee Credit,0,34,0,Credit
2/6/2024,0,Bank Of America,0,0.29,0,Credit
2/6/2024,0,Bank Of America,0,0.19,0,Credit
8/5/2024,0,Bank Of America,877.05,0,0,Loan
7/3/2024,0,Bank Of America,877.05,0,0,Loan
6/3/2024,0,Bank Of America,877.05,0,0,Loan
5/3/2024,0,Bank Of America,877.05,0,0,Loan
4/3/2024,0,Bank Of America,877.05,0,0,Loan
3/22/2024,0,Bank Of America,877.05,0,0,Loan
2/6/2024,0,Bank Of America,950.9,0,0,Loan
2/6/2024,0,Bank Of America,0.48,0,0,Loan
9/3/2024,0,Bank Of America,877.05,0,0,Loan
4/12/2024,0,Barri Money Services,1426.65,0,2994,Professional Services
3/1/2024,0,Barri Money Services,1649.82,0,2994,Professional Services
8/11/2024,0,BBB,80,0,2994,Marketing
7/11/2024,0,BBB,80,0,2994,Marketing
6/11/2024,0,BBB,80,0,2994,Marketing
5/11/2024,0,BBB,80,0,2994,Marketing
4/11/2024,0,BBB,80,0,2994,Marketing
3/11/2024,0,BBB,80,0,2994,Marketing
2/11/2024,0,BBB,80,0,2994,Marketing
1/11/2024,0,BBB,80,0,2994,Marketing
9/11/2024,0,BBB,80,0,2994,Marketing
8/27/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
7/26/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
7/9/2024,0,Berrett Pest Control,107.17,0,2994,Professional Services
6/26/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
5/25/2024,0,Berrett Pest Control,167.79,0,2994,Professional Services
4/26/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
4/16/2024,0,Berrett Pest Control,107.17,0,2994,Professional Services
3/26/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
3/14/2024,0,Berrett Pest Control,107.17,0,2994,Professional Services
2/29/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
2/24/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
9/25/2024,0,Berrett Pest Control,60.62,0,2994,Professional Services
9/7/2024,0,Berrett Pest Control,107.17,0,2994,Professional Services
6/20/2024,0,Best Buy,2056.74,0,0,Supplies
8/6/2024,0,Bill Fee,6.95,0,0,Fee
7/2/2024,0,Bill Fee,6.95,0,0,Fee
6/4/2024,0,Bill Fee,6.95,0,0,Fee
9/5/2024,0,Bill Fee,6.95,0,0,Fee
3/12/2024,0,Bioreference Labs,73.68,0,0940,Medical
8/12/2024,0,BMW Loan,447.78,0,0,Loan
7/11/2024,0,BMW Loan,447.78,0,0,Loan
6/11/2024,0,BMW Loan,447.78,0,0,Loan
5/11/2024,0,BMW Loan,447.78,0,0,Loan
4/11/2024,0,BMW Loan,447.78,0,0,Loan
3/11/2024,0,BMW Loan,447.78,0,0,Loan
2/12/2024,0,BMW Loan,447.78,0,0,Loan
9/11/2024,0,BMW Loan,447.78,0,0,Loan
1/5/2024,0,Breed & Company,20.56,0,2591,Supplies
8/29/2024,0,Bulk Check Deposit,0,50264.28,0,Payment
9/30/2024,0,Bulk Check Deposit,0,30441.1,0,Payment
7/30/2024,0,Bulk Check Deposit,0,29406.65,0,Payment
8/13/2024,0,Bulk Check Deposit,0,27062.5,0,Payment
5/16/2024,0,Bulk Check Deposit,0,26286.44,0,Payment
5/28/2024,0,Bulk Check Deposit,0,25679.5,0,Payment
9/13/2024,0,Bulk Check Deposit,0,22186.19,0,Payment
9/30/2024,0,Bulk Check Deposit,0,21698.34,0,Payment
8/12/2024,0,Bulk Check Deposit,0,20140.6,0,Payment
9/5/2024,0,Bulk Check Deposit,0,18857.17,0,Payment
6/15/2024,0,Bulk Check Deposit,0,14980.09,0,Payment
5/15/2024,0,Bulk Check Deposit,0,11654.92,0,Payment
8/26/2024,0,Bulk Check Deposit,0,11106.45,0,Payment
4/11/2024,0,Bulk Check Deposit,0,10778.38,0,Payment
2/23/2024,0,Bulk Check Deposit,0,10519.74,0,Payment
7/15/2024,0,Bulk Check Deposit,0,10317.87,0,Payment
7/15/2024,0,Bulk Check Deposit,0,10252.15,0,Payment
6/27/2024,0,Bulk Check Deposit,0,9846.17,0,Payment
6/14/2024,0,Bulk Check Deposit,0,8864.5,0,Payment
5/1/2024,0,Bulk Check Deposit,0,8392.33,0,Payment
5/31/2024,0,Bulk Check Deposit,0,7699.88,0,Payment
7/10/2024,0,Bulk Check Deposit,0,7611.64,0,Payment
3/21/2024,0,Bulk Check Deposit,0,7342.82,0,Payment
4/23/2024,0,Bulk Check Deposit,0,7020.55,0,Payment
4/19/2024,0,Bulk Check Deposit,0,6789.4,0,Payment
2/9/2024,0,Bulk Check Deposit,0,6603.25,0,Payment
3/14/2024,0,Bulk Check Deposit,0,6603.25,0,Payment
4/22/2024,0,Bulk Check Deposit,0,6309.73,0,Payment
2/15/2024,0,Bulk Check Deposit,0,6165.58,0,Payment
2/2/2024,0,Bulk Check Deposit,0,6049.01,0,Payment
5/24/2024,0,Bulk Check Deposit,0,5731.84,0,Payment
3/8/2024,0,Bulk Check Deposit,0,5491.03,0,Payment
7/3/2024,0,Bulk Check Deposit,0,5389.12,0,Payment
1/4/2024,0,Bulk Check Deposit,0,5251.21,0,Payment
2/23/2024,0,Bulk Check Deposit,0,5124.51,0,Payment
1/29/2024,0,Bulk Check Deposit,0,4555.51,0,Payment
6/11/2024,0,Bulk Check Deposit,0,4510.74,0,Payment
4/29/2024,0,Bulk Check Deposit,0,4340.09,0,Payment
1/26/2024,0,Bulk Check Deposit,0,4330,0,Payment
3/18/2024,0,Bulk Check Deposit,0,4220.11,0,Payment
4/8/2024,0,Bulk Check Deposit,0,3987.2,0,Payment
6/6/2024,0,Bulk Check Deposit,0,3927.6,0,Payment
1/22/2024,0,Bulk Check Deposit,0,3872,0,Payment
5/4/2024,0,Bulk Check Deposit,0,3746.13,0,Payment
2/3/2024,0,Bulk Check Deposit,0,3602.85,0,Payment
2/9/2024,0,Bulk Check Deposit,0,3506.13,0,Payment
3/11/2024,0,Bulk Check Deposit,0,3294.13,0,Payment
3/22/2024,0,Bulk Check Deposit,0,3242.09,0,Payment
5/6/2024,0,Bulk Check Deposit,0,3062.68,0,Payment
4/3/2024,0,Bulk Check Deposit,0,2682.72,0,Payment
1/16/2024,0,Bulk Check Deposit,0,2644.88,0,Payment
1/13/2024,0,Bulk Check Deposit,0,2644.56,0,Payment
3/2/2024,0,Bulk Check Deposit,0,2621.83,0,Payment
4/24/2024,0,Bulk Check Deposit,0,2165,0,Payment
4/1/2024,0,Bulk Check Deposit,0,1857.58,0,Payment
2/17/2024,0,Bulk Check Deposit,0,1319.69,0,Payment
2/28/2024,0,Bulk Check Deposit,0,1271.94,0,Payment
1/9/2024,0,Bulk Check Deposit,0,1255.35,0,Payment
1/25/2024,0,Bulk Check Deposit,0,1082.51,0,Payment
1/20/2024,0,Bulk Check Deposit,0,1082.5,0,Payment
5/20/2024,0,Bulk Check Deposit,0,1057,0,Payment
5/20/2024,0,Bulk Check Deposit,0,1055,0,Payment
4/4/2024,0,Bulk Check Deposit,0,920.13,0,Payment
2/14/2024,0,Bulk Check Deposit,0,833.46,0,Payment
4/2/2024,0,Bulk Check Deposit,0,811.88,0,Payment
4/13/2024,0,Bulk Check Deposit,0,752.34,0,Payment
2/8/2024,0,Bulk Check Deposit,0,649.5,0,Payment
1/17/2024,0,Bulk Check Deposit,0,416.76,0,Payment
7/9/2024,0,Cafe Blue,198.86,0,2994,Food
7/13/2024,0,Capital Otolaryngology,189.01,0,0940,Medical
3/8/2024,0,Casa Maria,57.09,0,0940,Medical
7/2/2024,0,Cash Withdrawal,300,0,0,Withdrawal
4/4/2024,0,Cash Withdrawal,4260,0,0,Withdrawal
3/4/2024,0,Cash Withdrawal,1620,0,0,Withdrawal
1/23/2024,0,Cash Withdrawal,50,0,0,Withdrawal
3/19/2024,0,Central Market,41.11,0,0940,Food
1/19/2024,0,Chase,0.31,0,0,Food
1/19/2024,0,Chase Credit,0,0.3,0,Credit
1/19/2024,0,Chase Credit,0,0.01,0,Credit
9/24/2024,5958,Check,6285.75,0,0,Labor
9/30/2024,3978,Check,3000,0,0,Labor
9/23/2024,3977,Check,2800,0,0,Labor
9/24/2024,3976,Check,460,0,0,Labor
9/25/2024,3975,Check,1800,0,0,Labor
9/23/2024,3974,Check,1800,0,0,Labor
9/18/2024,3973,Check,1600,0,0,Labor
9/16/2024,3972,Check,2000,0,0,Labor
9/17/2024,3971,Check,650,0,0,Labor
9/14/2024,3970,Check,3125,0,0,Labor
9/17/2024,3969,Check,1420,0,0,Labor
9/17/2024,3968,Check,1760,0,0,Labor
9/16/2024,3967,Check,1200,0,0,Labor
9/19/2024,3966,Check,1400,0,0,Labor
9/17/2024,3965,Check,2337,0,0,Labor
9/14/2024,3964,Check,1000,0,0,Labor
9/14/2024,3963,Check,1600,0,0,Labor
9/14/2024,3962,Check,2510.04,0,0,Labor
9/14/2024,3961,Check,2932.92,0,0,Labor
9/16/2024,3960,Check,320,0,0,Labor
9/16/2024,3959,Check,250,0,0,Labor
9/17/2024,3957,Check,6340,0,0,Labor
9/17/2024,3956,Check,1975,0,0,Labor
9/14/2024,3955,Check,1422,0,0,Labor
9/17/2024,3954,Check,4478,0,0,Labor
9/17/2024,3953,Check,1118,0,0,Labor
9/16/2024,3952,Check,500,0,0,Labor
9/12/2024,3951,Check,2500,0,0,Labor
9/9/2024,3950,Check,1902.49,0,0,Labor
9/4/2024,3949,Check,905,0,0,Labor
9/5/2024,3948,Check,2500,0,0,Labor
9/17/2024,3947,Check,8002.41,0,0,Labor
9/3/2024,3946,Check,2500,0,0,Labor
9/4/2024,3945,Check,650,0,0,Labor
8/30/2024,3944,Check,3005,0,0,Labor
8/30/2024,3943,Check,1420,0,0,Labor
8/30/2024,3942,Check,3000,0,0,Labor
9/3/2024,3941,Check,1760,0,0,Labor
9/3/2024,3940,Check,1320,0,0,Labor
9/3/2024,3939,Check,1335,0,0,Labor
9/3/2024,3938,Check,700,0,0,Labor
9/3/2024,3937,Check,2337,0,0,Labor
8/31/2024,3936,Check,1000,0,0,Labor
8/30/2024,3935,Check,2228.79,0,0,Labor
8/30/2024,3934,Check,2932.92,0,0,Labor
9/3/2024,3933,Check,500,0,0,Labor
9/9/2024,3932,Check,170,0,0,Labor
9/3/2024,3931,Check,250,0,0,Labor
9/3/2024,3930,Check,6140,0,0,Labor
9/3/2024,3929,Check,1375,0,0,Labor
8/30/2024,3928,Check,1522,0,0,Labor
9/4/2024,3927,Check,5116,0,0,Labor
9/3/2024,3926,Check,700,0,0,Labor
8/30/2024,3925,Check,1200,0,0,Labor
8/31/2024,3924,Check,500,0,0,Labor
8/28/2024,3923,Check,2500,0,0,Labor
9/4/2024,3922,Check,2500,0,0,Labor
8/26/2024,3921,Check,4697.82,0,0,Labor
8/23/2024,3920,Check,1902.5,0,0,Labor
8/27/2024,3919,Check,2500,0,0,Labor
8/15/2024,3918,Check,357.5,0,0,Labor
8/27/2024,3917,Check,1240,0,0,Labor
8/15/2024,3916,Check,2500,0,0,Labor
8/16/2024,3915,Check,650,0,0,Labor
8/15/2024,3914,Check,3175,0,0,Labor
8/15/2024,3913,Check,1820,0,0,Labor
8/15/2024,3912,Check,3000,0,0,Labor
